word	correct	predicted
,	,	,
an	DT	DT
ammunition	NN	JJ
pouch	NN	NNS
,	,	,
and	CC	CC
a	DT	DT
half-filled	JJ	JJ
bottle	NN	NN
of	IN	IN
purified	VBN	DT
water	NN	NN
hung	VBN	VBN
on	IN	IN
his	PRP$	PRP$
belt	NN	NN
.	.	.

Besides	IN	IN
the	DT	DT
belt	NN	NN
he	PRP	PRP
wore	VBD	VBD
a	DT	DT
loin	NN	NN
cloth	NN	.
.	.	.

he	PRP	PRP
looked	VBD	VBD
up	RB	RB
from	IN	IN
picking	VBG	VBG
at	IN	IN
a	DT	DT
leg	NN	NN
ulcer	NN	''
,	,	,
he	PRP	PRP
saw	VBD	VBD
a	DT	DT
marine	NN	NN
in	IN	IN
the	DT	DT
jungle	NN	NN
across	IN	IN
the	DT	DT
clearing	NN	NN
.	.	.

Gloom	NN	PRP
receded	VBN	.
.	.	.

The	DT	DT
marine	NN	NN
came	VBD	VBD
to	TO	TO
the	DT	DT
edge	NN	NN
of	IN	IN
the	DT	DT
green	JJ	JJ
jungle	NN	NNS
mist	NN	,
and	CC	CC
stayed	VBD	VBD
,	,	,
as	IN	IN
though	IN	IN
debating	VBG	NN
whether	IN	IN
to	TO	TO
brave	VB	VB
the	DT	DT
sunlight	NN	NN
.	.	.

His	PRP$	PRP$
fatigues	NNS	NNS
made	VBD	VBD
a	DT	DT
streak	NN	NN
of	IN	IN
almost	RB	RB
phosphorescent	JJ	RBR
green	NN	JJ
in	IN	IN
the	DT	DT
mist	NN	NN
.	.	.

the	DT	DT
meadow	NN	NN
''	''	''
,	,	,
Matsuo	NNP	PRP
said	VBD	VBD
under	IN	IN
his	PRP$	PRP$
breath	NN	NNS
.	.	.

The	DT	DT
man	NN	NN
leaned	VBD	,
against	IN	IN
a	DT	DT
tree	NN	NN
and	CC	CC
wiped	VBD	IN
a	DT	DT
sleeve	NN	NN
across	IN	IN
his	PRP$	PRP$
face	NN	NN
.	.	.

A	DT	DT
signal	NN	NN
?	.	.
?	.	.

Matsuo	NNP	PRP
lifted	VBD	VBD
his	PRP$	PRP$
rifle	NN	NNS
,	,	,
easing	VBG	IN
the	DT	DT
sling	NN	NN
under	IN	IN
his	PRP$	PRP$
left	JJ	VBN
upper	JJ	JJ
arm	NN	NN
for	IN	IN
steadiness	NN	NN
.	.	.

Fresh	JJ	PRP
on	IN	IN
his	PRP$	PRP$
mind	NN	NN
were	VBD	VBD
events	NNS	NNS
of	IN	IN
the	DT	DT
past	JJ	JJ
day	NN	NN
when	WRB	WRB
his	PRP$	PRP$
whole	JJ	JJ
regiment	NN	NNS
was	VBD	VBD
destroyed	VBN	VBN
in	IN	IN
the	DT	DT
hills	NNS	NNS
.	.	.

They	PRP	PRP
had	VBD	VBD
fought	VBN	VBN
from	IN	IN
caves	NNS	NNP
,	,	,
and	CC	CC
the	DT	DT
marines	NNS	JJ
resorted	VBN	NN
to	TO	TO
burning	VBG	VB
them	PRP	PRP
out	RP	RB
.	.	.

Even	RB	RB
now	RB	RB
,	,	,
like	IN	IN
a	DT	DT
ringing	NN	NN
in	IN	IN
his	PRP$	PRP$
ears	NNS	NNS
,	,	,
he	PRP	PRP
heard	VBD	VBD
the	DT	DT
wooooosh	NN	NN
of	IN	IN
flame-throwers	NNS	NNP
squirting	VBG	POS
great	JJ	JJ
orange	JJ	.
billows	NNS	.
.	.	.

A	DT	DT
wave	NN	NN
of	IN	IN
flame	NN	DT
rippling	VBG	NN
through	IN	IN
their	PRP$	PRP$
cave	NN	NNS
had	VBD	VBD
reached	VBN	TO
Nagamo	NNP	VB
,	,	,
his	PRP$	PRP$
friend	NN	NN
,	,	,
and	CC	CC
with	IN	IN
a	DT	DT
shriek	NN	VBG
the	DT	DT
man	NN	NN
bolted	VBD	,
through	IN	IN
the	DT	DT
entrance	NN	NN
,	,	,
then	RB	RB
slowed	VBD	VBN
to	TO	TO
the	DT	DT
jerky	JJ	JJ
walk	NN	NN
of	IN	IN
a	DT	DT
puppet	NN	NN
,	,	,
his	PRP$	PRP$
uniform	NN	NNS
blazing	VBG	.
.	.	.

The	DT	DT
marines	NNS	MD
let	VB	VB
him	PRP	PRP
advance	VB	.
.	.	.

When	WRB	WRB
he	PRP	PRP
sank	VBD	VBD
on	IN	IN
his	PRP$	PRP$
knees	NNS	NNS
,	,	,
they	PRP	PRP
had	VBD	VBD
allowed	VBN	VBN
him	PRP	PRP
to	TO	TO
char	VB	VB
without	IN	IN
administering	VBG	VBG
the	DT	DT
stroke	NN	NN
of	IN	IN
mercy	NN	NN
.	.	.

Matsuo	NNP	PRP
had	VBD	VBD
faked	VBN	DT
death	NN	NN
and	CC	CC
was	VBD	VBD
pitched	VBN	VBN
on	IN	IN
a	DT	DT
stack	NN	NN
of	IN	IN
corpses	NNS	NNP
,	,	,
both	DT	DT
the	DT	DT
burned	JJ	NN
and	CC	CC
the	DT	DT
unburned	JJ	NN
,	,	,
the	DT	DT
latter	NN	NN
decomposing	VBG	VBZ
rapidly	RB	RB
under	IN	IN
the	DT	DT
tropical	NN	JJ
sun	NN	NN
.	.	.

The	DT	DT
callous	JJ	JJ
marines	NNS	NNS
had	VBD	VBD
laughed	VBN	VBN
at	IN	IN
each	DT	DT
other	JJ	NN
's	POS	POS
retching	NN	NN
,	,	,
while	IN	IN
stacking	VBG	PRP$
bodies	NNS	NNS
.	.	.

Matsuo	NNP	PRP
repeatedly	RB	MD
choked	VBD	VB
down	RP	IN
his	PRP$	PRP$
own	JJ	JJ
nausea	NN	.
.	.	.

At	IN	IN
nightfall	NN	WDT
he	PRP	PRP
had	VBD	VBD
been	VBN	VBN
able	JJ	JJ
to	TO	TO
sneak	VB	VB
down	IN	IN
a	DT	DT
hillside	NN	NN
and	CC	CC
into	IN	IN
the	DT	DT
jungle	NN	NN
,	,	,
reeking	VBG	CC
of	IN	IN
death	NN	NN
.	.	.

he	PRP	PRP
peered	VBD	VBD
to	TO	TO
the	DT	DT
left	JJ	NN
,	,	,
to	TO	TO
the	DT	DT
right	NN	NN
into	IN	IN
the	DT	DT
leafy	JJ	NN
,	,	,
vine-crisscrossed	JJ	DT
maze	NN	NN
.	.	.

He	PRP	PRP
decided	VBD	VBD
that	IN	IN
the	DT	DT
marines	NNS	NN
must	MD	MD
be	VB	VB
deploying	VBG	VBN
around	IN	IN
the	DT	DT
meadow	NN	NN
,	,	,
with	IN	IN
the	DT	DT
one	NN	NN
left	VBN	VBD
to	TO	TO
distract	VB	VB
him	PRP	PRP
.	.	.

He	PRP	PRP
strained	VBD	VBD
his	PRP$	PRP$
hearing	NN	NNS
.	.	.

Cautious	JJ	PRP$
feet	NNS	NNS
stepping	VBG	VBG
on	IN	IN
leafmold	NN	NN
;	:	:
;	:	:
faint	JJ	:
creaking	VBG	:
of	IN	IN
belts	NNS	NN
and	CC	CC
slings	NNS	RB
;	:	:
;	:	:
whispers	NNS	:
:	:	:
he	PRP	PRP
heard	VBD	VBD
none	NN	NN
of	IN	IN
these	DT	DT
.	.	.

Only	RB	RB
the	DT	DT
hum	NN	NN
of	IN	IN
insects	NNS	NNS
and	CC	CC
the	DT	DT
distant	JJ	JJ
fluttering	VBG	TO
call	NN	VB
of	IN	IN
a	DT	DT
bird	NN	NN
.	.	.

Because	IN	WRB
he	PRP	PRP
could	MD	MD
n't	RB	RB
hear	VB	VB
them	PRP	PRP
,	,	,
he	PRP	PRP
was	VBD	VBD
more	RBR	RB
convinced	VBN	VBN
they	PRP	PRP
were	VBD	VBD
there	RB	RB
.	.	.

A	DT	DT
spectacle	NN	NN
occurred	VBD	VBN
across	IN	IN
the	DT	DT
meadow	NN	NN
:	:	:
the	DT	DT
lone	JJ	NNP
marine	NN	NNP
took	VBD	VBD
a	DT	DT
seat	NN	NN
on	IN	IN
the	DT	DT
ground	NN	NN
;	:	:
;	:	:
leaning	VBG	:
sidewise	RB	:
on	IN	IN
a	DT	DT
tree	NN	NN
trunk	NN	''
,	,	,
he	PRP	PRP
embraced	VBD	VBD
it	PRP	PRP
.	.	.

Humiliation	NN	PRP
made	VBN	VBD
Matsuo	NNP	.
tremble	NN	.
.	.	.

While	IN	IN
his	PRP$	PRP$
comrades	NNS	NNS
cocked	VBD	IN
the	DT	DT
trap	NN	NN
,	,	,
that	IN	IN
one	NN	CD
behaved	VBD	NNS
as	IN	IN
if	IN	IN
it	PRP	PRP
was	VBD	VBD
some	DT	DT
dull	JJ	JJ
maneuver	NN	.
.	.	.

aim	NN	NN
at	IN	IN
the	DT	DT
man	NN	NN
's	POS	POS
face	NN	NN
,	,	,
Matsuo	NNP	RB
squeezed	VBD	VBN
the	DT	DT
trigger	NN	NN
up	IN	RB
to	TO	TO
the	DT	DT
point	NN	NN
of	IN	IN
discharge	NN	NNP
,	,	,
and	CC	CC
then	RB	RB
he	PRP	PRP
changed	VBD	VBD
his	PRP$	PRP$
mind	NN	NN
.	.	.

He	PRP	PRP
wanted	VBD	VBD
the	DT	DT
arrogant	JJ	JJ
marine	NN	NN
to	TO	TO
know	VB	VB
fear	NN	NN
,	,	,
and	CC	CC
so	IN	RB
he	PRP	PRP
aimed	VBD	VBD
above	IN	IN
the	DT	DT
head	NN	NN
.	.	.

The	DT	DT
shot	NN	JJ
reverberated	VBN	NNS
in	IN	IN
diminishing	VBG	DT
whiplashes	NNS	NN
of	IN	IN
sound	NN	NN
.	.	.

Hush	NN	PRP
followed	VBD	VBD
.	.	.

Like	IN	IN
a	DT	DT
mischievous	JJ	JJ
boy	NN	NN
expecting	VBG	IN
punishment	NN	NN
,	,	,
Matsuo	NNP	CC
awaited	VBD	JJ
reaction	NN	NN
from	IN	IN
the	DT	DT
jungle	NN	NN
.	.	.

How	WRB	WRB
stupid	JJ	PRP
to	TO	TO
give	VB	VB
his	PRP$	PRP$
position	NN	NN
away	RB	.
.	.	.

The	DT	DT
jungle	NN	NN
did	VBD	VBD
not	RB	RB
retort	NN	.
.	.	.

The	DT	DT
sitter	NN	NN
remained	VBD	VBD
seated	VBN	TO
hugging	VBG	VB
the	DT	DT
tree	NN	NN
.	.	.

Before	IN	PRP
long	RB	RB
the	DT	DT
atmosphere	NN	NN
reverted	VBD	VBZ
to	TO	TO
its	PRP$	PRP$
old	JJ	JJ
normalcy	NN	NNS
,	,	,
and	CC	CC
insects	NNS	NNS
hummed	VBD	,
and	CC	CC
birds	NNS	NNS
occasionally	RB	RB
called	VBD	VBN
.	.	.

Matsuo	NNP	DT
puzzled	VBD	NN
and	CC	CC
grew	VBD	VBD
anxious	JJ	VBN
over	IN	IN
the	DT	DT
complete	JJ	JJ
passiveness	NN	NNS
,	,	,
concluding	VBG	CC
that	IN	IN
he	PRP	PRP
was	VBD	VBD
the	DT	DT
butt	NN	NN
of	IN	IN
a	DT	DT
devilish	JJ	JJ
joke	NN	NN
.	.	.

Five	CD	CD
or	CC	CC
so	RB	RB
minutes	NNS	RB
later	RB	RB
the	DT	DT
marine	NN	JJ
abruptly	RB	NNS
pulled	VBD	VBP
up	RB	RB
and	CC	CC
stepped	VBD	RB
into	IN	IN
sunlight	NN	NN
,	,	,
immediately	RB	RB
throwing	VBG	VB
his	PRP$	PRP$
hands	NNS	NNS
over	IN	IN
his	PRP$	PRP$
eyes	NNS	NNS
.	.	.

He	PRP	PRP
went	VBD	VBD
into	IN	IN
a	DT	DT
whirling	VBG	JJ
dance	NN	NN
,	,	,
a	DT	DT
sort	NN	NN
of	IN	IN
blind	JJ	JJ
chasing	NN	NNS
of	IN	IN
the	DT	DT
tail	NN	NN
.	.	.

It	PRP	PRP
ended	VBD	VBD
when	WRB	WRB
he	PRP	PRP
tumbled	VBD	:
;	:	:
;	:	:
but	CC	CC
jumping	VBG	JJ
right	RB	NN
up	RB	RB
,	,	,
he	PRP	PRP
staggered	VBD	VBD
in	IN	IN
no	DT	DT
particular	JJ	JJ
direction	NN	NN
.	.	.

He	PRP	PRP
wore	VBD	VBD
no	DT	DT
head	NN	NN
cover	NN	,
of	IN	IN
any	DT	DT
kind	NN	NN
and	CC	CC
,	,	,
more	RBR	RBR
odd	JJ	JJ
,	,	,
had	VBD	VBD
no	DT	DT
visible	JJ	JJ
weapon	NN	.
.	.	.

a	DT	DT
sudden	JJ	JJ
decisiveness	NN	,
he	PRP	PRP
lurched	VBD	VBD
in	IN	IN
Matsuo	NNP	NNP
's	POS	POS
direction	NN	NN
,	,	,
crossing	VBG	IN
the	DT	DT
meadow	NN	NN
in	IN	IN
a	DT	DT
zigzagging	VBG	NN
gallop	NN	.
.	.	.

When	WRB	WRB
he	PRP	PRP
got	VBD	VBD
closer	RB	VBN
to	TO	TO
the	DT	DT
tree	NN	NN
,	,	,
Matsuo	NNP	PRP
noted	VBD	VBD
the	DT	DT
wild	JJ	NNS
look	NN	VBP
on	IN	IN
his	PRP$	PRP$
face	NN	NN
.	.	.

The	DT	DT
pockets	NNS	NNS
of	IN	IN
his	PRP$	PRP$
jacket	NN	NN
bulged	VBD	.
.	.	.

Hand	NN	PRP
grenades	NNS	.
.	.	.

The	DT	DT
bobbing	VBG	JJ
head	NN	NN
was	VBD	VBD
a	DT	DT
poor	JJ	JJ
target	NN	NN
,	,	,
so	IN	RB
Matsuo	NNP	TO
shot	VBD	VB
him	PRP	PRP
in	IN	IN
the	DT	DT
upper	JJ	JJ
trunk	NN	.
.	.	.

The	DT	DT
marine	NN	JJ
spun	VBD	NNS
,	,	,
clapping	VBG	IN
a	DT	DT
hand	NN	NN
high	JJ	JJ
on	IN	IN
his	PRP$	PRP$
chest	NN	NN
,	,	,
and	CC	CC
dived	VBD	RB
forward	RB	RB
.	.	.

In	IN	IN
the	DT	DT
hush	NN	NN
that	WDT	WDT
followed	VBD	VBD
the	DT	DT
echoes	NNS	NN
,	,	,
Matsuo	NNP	PRP
was	VBD	VBD
tense	JJ	.
.	.	.

They	PRP	PRP
could	MD	MD
come	VB	VB
on	IN	IN
him	PRP	PRP
now	RB	RB
without	IN	IN
difficulty	NN	NN
.	.	.

Gradually	RB	WRB
he	PRP	PRP
reached	VBD	VBD
a	DT	DT
conclusion	NN	NN
.	.	.

The	DT	DT
marine	NN	NN
was	VBD	VBD
alone	RB	RB
,	,	,
for	IN	IN
they	PRP	PRP
were	VBD	VBD
impatient	JJ	PRP$
people	NNS	NNS
and	CC	CC
by	IN	IN
now	RB	RB
would	MD	MD
have	VB	VB
vied	VBN	VBN
to	TO	TO
knock	VB	VB
him	PRP	PRP
from	IN	IN
the	DT	DT
tree	NN	NN
.	.	.

the	DT	DT
tree	NN	NN
he	PRP	PRP
scrambled	VBD	,
and	CC	CC
knelt	VBD	RB
at	IN	IN
the	DT	DT
edge	NN	NN
of	IN	IN
foliage	NN	NN
.	.	.

The	DT	DT
marine	NN	NN
was	VBD	VBD
sprawled	VBN	IN
some	DT	DT
thirty	CD	CD
yards	NNS	NNS
away	RB	RB
,	,	,
one	CD	CD
arm	NN	NN
extended	VBD	.
.	.	.

Matsuo	NNP	PRP
jumped	VBD	VBD
when	WRB	WRB
the	DT	DT
hidden	JJ	JJ
arm	NN	NN
flopped	VBD	.
out	RB	.
.	.	.

Reflex	NN	PRP
?	.	.
?	.	.

Rifle	NN	PRP
leveled	VBD	VBD
on	IN	IN
the	DT	DT
man	NN	NN
,	,	,
he	PRP	PRP
made	VBD	VBD
a	DT	DT
rush	NN	NN
.	.	.

Heat	NN	NNP
,	,	,
in	IN	IN
the	DT	DT
sunlight	NN	NN
,	,	,
pressed	VBD	CC
in	IN	IN
like	IN	IN
an	DT	DT
invisible	JJ	JJ
crowd	NN	NN
.	.	.

He	PRP	PRP
squatted	VBN	VBD
by	IN	IN
the	DT	DT
head	NN	NN
,	,	,
gently	RB	RB
placing	VBG	VBG
the	DT	DT
rifle	NN	NN
on	IN	IN
the	DT	DT
ground	NN	NN
.	.	.

